scene_id,attack_name,category,success,packets_sent,packets_captured,duration_ms
104862417_172226382,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1115.5
104862417_172226382,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,516.9
104862417_172226382,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
104862417_172226382,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
104862417_172226382,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.9
104862417_172226382,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
104862417_172226382,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
104862417_172226382,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
104862417_172226382,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
104862417_172226382,"Traffic Fingerprinting",traffic_analysis,1,0,0,1825.8
104862573_172226682,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,4.2
104862573_172226682,"Matter State Injection",matter_message_injection,0,0,0,2.9
104862573_172226682,"Matter Command Hijack",matter_command_hijack,0,0,0,2.3
104862573_172226682,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,510.7
104862573_172226682,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1123.8
104862573_172226682,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,524.2
104862573_172226682,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
104862573_172226682,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
104862573_172226682,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.7
104862573_172226682,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
104862573_172226682,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
104862573_172226682,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
104862573_172226682,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
104862573_172226682,"Traffic Fingerprinting",traffic_analysis,1,0,0,1841.9
104862687_172226883,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,2.7
104862687_172226883,"Matter State Injection",matter_message_injection,0,0,0,5.3
104862687_172226883,"Matter Command Hijack",matter_command_hijack,0,0,0,2.4
104862687_172226883,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,506.5
104862687_172226883,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1110.9
104862687_172226883,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,515.3
104862687_172226883,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
104862687_172226883,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
104862687_172226883,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.6
104862687_172226883,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
104862687_172226883,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
104862687_172226883,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
104862687_172226883,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
104862687_172226883,"Traffic Fingerprinting",traffic_analysis,1,0,0,1828.3
105515235_173104215,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,2.4
105515235_173104215,"Matter State Injection",matter_message_injection,0,0,0,5.0
105515235_173104215,"Matter Command Hijack",matter_command_hijack,0,0,0,3.1
105515235_173104215,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,508.3
105515235_173104215,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1114.7
105515235_173104215,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,517.4
105515235_173104215,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
105515235_173104215,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
105515235_173104215,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.5
105515235_173104215,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
105515235_173104215,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
105515235_173104215,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
105515235_173104215,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
105515235_173104215,"Traffic Fingerprinting",traffic_analysis,1,0,0,1830.5
105515403_173104449,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,4.4
105515403_173104449,"Matter State Injection",matter_message_injection,0,0,0,3.2
105515403_173104449,"Matter Command Hijack",matter_command_hijack,0,0,0,2.3
105515403_173104449,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,512.4
105515403_173104449,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1126.8
105515403_173104449,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,521.4
105515403_173104449,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
105515403_173104449,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
105515403_173104449,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.5
105515403_173104449,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
105515403_173104449,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
105515403_173104449,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
105515403_173104449,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
105515403_173104449,"Traffic Fingerprinting",traffic_analysis,1,0,0,1852.0
105515541_173104641,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,2.3
105515541_173104641,"Matter State Injection",matter_message_injection,0,0,0,4.2
105515541_173104641,"Matter Command Hijack",matter_command_hijack,0,0,0,2.1
105515541_173104641,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,508.4
105515541_173104641,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1124.8
105515541_173104641,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,518.5
105515541_173104641,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
105515541_173104641,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
105515541_173104641,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.8
105515541_173104641,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
105515541_173104641,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
105515541_173104641,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
105515541_173104641,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
105515541_173104641,"Traffic Fingerprinting",traffic_analysis,1,0,0,1828.6
106366248_174226527,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,3.5
106366248_174226527,"Matter State Injection",matter_message_injection,0,0,0,3.1
106366248_174226527,"Matter Command Hijack",matter_command_hijack,0,0,0,2.2
106366248_174226527,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,510.3
106366248_174226527,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1126.9
106366248_174226527,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,524.6
106366248_174226527,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
106366248_174226527,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
106366248_174226527,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.5
106366248_174226527,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
106366248_174226527,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
106366248_174226527,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
106366248_174226527,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
106366248_174226527,"Traffic Fingerprinting",traffic_analysis,1,0,0,1841.7
106366371_174226743,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,2.3
106366371_174226743,"Matter State Injection",matter_message_injection,0,0,0,4.4
106366371_174226743,"Matter Command Hijack",matter_command_hijack,0,0,0,2.4
106366371_174226743,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,512.3
106366371_174226743,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1120.0
106366371_174226743,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,515.5
106366371_174226743,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
106366371_174226743,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
106366371_174226743,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.1
106366371_174226743,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
106366371_174226743,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
106366371_174226743,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
106366371_174226743,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
106366371_174226743,"Traffic Fingerprinting",traffic_analysis,1,0,0,1849.6
106878915_174887025,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,2.3
106878915_174887025,"Matter State Injection",matter_message_injection,0,0,0,3.2
106878915_174887025,"Matter Command Hijack",matter_command_hijack,0,0,0,2.3
106878915_174887025,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,516.1
106878915_174887025,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1125.0
106878915_174887025,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,524.9
106878915_174887025,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
106878915_174887025,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
106878915_174887025,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,2.1
106878915_174887025,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
106878915_174887025,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
106878915_174887025,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
106878915_174887025,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
106878915_174887025,"Traffic Fingerprinting",traffic_analysis,1,0,0,1833.4
106879080_174887211,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,7.2
106879080_174887211,"Matter State Injection",matter_message_injection,0,0,0,2.9
106879080_174887211,"Matter Command Hijack",matter_command_hijack,0,0,0,2.3
106879080_174887211,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,509.2
106879080_174887211,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1128.5
106879080_174887211,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,518.4
106879080_174887211,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
106879080_174887211,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.0
106879080_174887211,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.6
106879080_174887211,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
106879080_174887211,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
106879080_174887211,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
106879080_174887211,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
106879080_174887211,"Traffic Fingerprinting",traffic_analysis,1,0,0,1843.2
107734110_175999914,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,3.1
107734110_175999914,"Matter State Injection",matter_message_injection,0,0,0,6.1
107734110_175999914,"Matter Command Hijack",matter_command_hijack,0,0,0,2.3
107734110_175999914,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,513.9
107734110_175999914,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1125.0
107734110_175999914,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,518.6
107734110_175999914,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
107734110_175999914,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
107734110_175999914,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,1.7
107734110_175999914,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
107734110_175999914,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
107734110_175999914,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
107734110_175999914,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
107734110_175999914,"Traffic Fingerprinting",traffic_analysis,1,0,0,1853.2
107734176_176000019,"Unauthorized Device Enumeration",matter_eavesdropping,0,0,0,2.2
107734176_176000019,"Matter State Injection",matter_message_injection,0,0,0,3.5
107734176_176000019,"Matter Command Hijack",matter_command_hijack,0,0,0,2.0
107734176_176000019,"TCP Connection Hijack",tcp_connection_hijack,1,0,0,516.3
107734176_176000019,"TCP Man-in-the-Middle Proxy",tcp_man_in_the_middle,1,0,4,1120.4
107734176_176000019,"TCP Connection Flood DoS",network_denial_of_service,1,50,0,517.7
107734176_176000019,"Zigbee Frame Replay",protocol_replay,1,0,0,0.0
107734176_176000019,"Zigbee Network Key Extraction",protocol_downgrade,1,0,0,0.1
107734176_176000019,"Protocol Downgrade (No Encryption)",protocol_downgrade,0,0,0,2.5
107734176_176000019,"ARP Cache Poisoning (Simulated)",arp_spoofing,1,0,0,0.0
107734176_176000019,"DNS Poisoning (Simulated)",dns_poisoning,1,0,0,0.0
107734176_176000019,"WiFi Deauthentication Attack (Simulated)",deauthentication_attack,1,30,0,0.0
107734176_176000019,"Evil Twin Access Point (Simulated)",evil_twin_ap,1,0,0,0.0
107734176_176000019,"Traffic Fingerprinting",traffic_analysis,1,0,0,1848.1
