scene_id,attack_name,category,severity,success,cve_reference,duration_ms
102816009,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",4.5
102816009,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",6.9
102816009,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",7.9
102816009,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",2.7
102816009,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",5.5
102816009,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",416.9
102816009,"Command Injection (Null Byte)",command_injection,medium,1,"",3002.8
102816009,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",13.3
102816009,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",4.2
102816009,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",574.5
102816009,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",9.5
102816009,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",213.1
102816009,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",6.2
102816009,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",212.6
102816009,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24027.2
102816009,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",9.4
102816009,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",20.6
102816615,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",10.5
102816615,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",5.3
102816615,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",6.6
102816615,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",5.3
102816615,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",2.9
102816615,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",5.8
102816615,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",416.5
102816615,"Command Injection (Null Byte)",command_injection,medium,1,"",3003.4
102816615,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",4.2
102816615,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",2.7
102816615,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",562.6
102816615,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",6.9
102816615,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",213.8
102816615,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",4.5
102816615,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",210.2
102816615,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24026.1
102816615,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",10.9
102816615,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",11.3
102816852,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",14.6
102816852,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",6.4
102816852,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",9.1
102816852,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",9.4
102816852,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",4.6
102816852,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",4.6
102816852,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",413.0
102816852,"Command Injection (Null Byte)",command_injection,medium,1,"",3004.0
102816852,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",6.0
102816852,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",2.7
102816852,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",569.3
102816852,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",9.4
102816852,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",222.2
102816852,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",6.6
102816852,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",215.1
102816852,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24042.8
102816852,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",10.4
102816852,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",11.4
103997445_171030492,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",12.0
103997445_171030492,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",7.7
103997445_171030492,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",9.1
103997445_171030492,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",8.4
103997445_171030492,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",2.7
103997445_171030492,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",7.1
103997445_171030492,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",417.9
103997445_171030492,"Command Injection (Null Byte)",command_injection,medium,1,"",3004.2
103997445_171030492,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",5.2
103997445_171030492,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",4.1
103997445_171030492,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",561.1
103997445_171030492,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",10.5
103997445_171030492,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",217.7
103997445_171030492,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",6.2
103997445_171030492,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",212.0
103997445_171030492,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24034.1
103997445_171030492,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",9.9
103997445_171030492,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",10.9
103997562_171030642,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",12.8
103997562_171030642,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",6.4
103997562_171030642,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",7.5
103997562_171030642,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",7.7
103997562_171030642,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",2.6
103997562_171030642,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",5.3
103997562_171030642,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",416.7
103997562_171030642,"Command Injection (Null Byte)",command_injection,medium,1,"",3002.7
103997562_171030642,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",4.9
103997562_171030642,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",3.0
103997562_171030642,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",566.3
103997562_171030642,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",9.3
103997562_171030642,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",216.6
103997562_171030642,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",6.7
103997562_171030642,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",213.0
103997562_171030642,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24030.2
103997562_171030642,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",9.4
103997562_171030642,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",10.1
103997799_171031002,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",11.5
103997799_171031002,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",8.6
103997799_171031002,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",7.5
103997799_171031002,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",5.6
103997799_171031002,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",1.9
103997799_171031002,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",5.8
103997799_171031002,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",418.2
103997799_171031002,"Command Injection (Null Byte)",command_injection,medium,1,"",3003.2
103997799_171031002,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",4.5
103997799_171031002,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",2.6
103997799_171031002,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",562.5
103997799_171031002,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",6.4
103997799_171031002,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",213.9
103997799_171031002,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",4.5
103997799_171031002,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",214.3
103997799_171031002,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24028.6
103997799_171031002,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",9.1
103997799_171031002,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",9.9
103997994_171031320,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",15.0
103997994_171031320,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",6.8
103997994_171031320,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",8.3
103997994_171031320,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",6.2
103997994_171031320,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",2.7
103997994_171031320,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",5.7
103997994_171031320,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",413.8
103997994_171031320,"Command Injection (Null Byte)",command_injection,medium,1,"",3002.7
103997994_171031320,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",5.4
103997994_171031320,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",4.2
103997994_171031320,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",595.9
103997994_171031320,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",8.2
103997994_171031320,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",217.5
103997994_171031320,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",7.0
103997994_171031320,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",211.7
103997994_171031320,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24028.7
103997994_171031320,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",10.7
103997994_171031320,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",11.2
104348160_171513093,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",16.7
104348160_171513093,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",5.5
104348160_171513093,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",8.1
104348160_171513093,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",6.6
104348160_171513093,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",2.5
104348160_171513093,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",6.0
104348160_171513093,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",414.5
104348160_171513093,"Command Injection (Null Byte)",command_injection,medium,1,"",3004.0
104348160_171513093,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",5.6
104348160_171513093,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",2.7
104348160_171513093,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",569.9
104348160_171513093,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",9.2
104348160_171513093,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",210.8
104348160_171513093,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",6.2
104348160_171513093,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",225.9
104348160_171513093,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24035.3
104348160_171513093,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",9.3
104348160_171513093,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",10.3
104348361_171513414,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",13.9
104348361_171513414,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",6.1
104348361_171513414,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",7.4
104348361_171513414,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",6.6
104348361_171513414,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",1.9
104348361_171513414,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",5.8
104348361_171513414,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",417.3
104348361_171513414,"Command Injection (Null Byte)",command_injection,medium,1,"",3003.1
104348361_171513414,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",4.2
104348361_171513414,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",1.5
104348361_171513414,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",568.6
104348361_171513414,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",10.6
104348361_171513414,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",209.5
104348361_171513414,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",4.4
104348361_171513414,"Replay Attack",replay_attack,high,1,"CVE-2018-11714 (Zigbee replay vulnerability)",210.3
104348361_171513414,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24027.8
104348361_171513414,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",5.5
104348361_171513414,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",11.4
104862417_172226382,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",15.6
104862417_172226382,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",6.6
104862417_172226382,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",8.6
104862417_172226382,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",7.6
104862417_172226382,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",3.0
104862417_172226382,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",6.7
104862417_172226382,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",414.6
104862417_172226382,"Command Injection (Null Byte)",command_injection,medium,1,"",3003.3
104862417_172226382,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",4.7
104862417_172226382,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",3.9
104862417_172226382,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",590.9
104862417_172226382,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",9.7
104862417_172226382,"State Manipulation (Sensor Disarm)",state_manipulation,low,0,"CVE-2019-9483 (SimpliSafe alarm disarm vulnerability)",213.4
104862417_172226382,"State Manipulation (Calibration Abuse)",state_manipulation,low,0,"",6.5
104862417_172226382,"Replay Attack",replay_attack,low,0,"CVE-2018-11714 (Zigbee replay vulnerability)",210.4
104862417_172226382,"Protocol Fuzzing (Random)",protocol_fuzzing,high,1,"",24025.8
104862417_172226382,"Format String Attack",protocol_fuzzing,high,1,"CVE-2019-14889 (libssh format string vulnerability)",8.0
104862417_172226382,"Out-of-Bounds Write (Schedule Array)",buffer_overflow,high,1,"CVE-2021-33104 (IoT OOB write vulnerability)",9.7
104862573_172226682,"Buffer Overflow (Command Buffer)",buffer_overflow,high,1,"CVE-2020-12695 (UPnP buffer overflow in IoT devices)",13.2
104862573_172226682,"Buffer Overflow (SET_ID)",buffer_overflow,medium,1,"CVE-2021-28372 (ThroughTek IoT device overflow)",4.8
104862573_172226682,"Authentication Bypass (No Token)",authentication_bypass,critical,1,"CVE-2019-19356 (Netis router auth bypass)",14.5
104862573_172226682,"Authentication Bypass (Weak Token Validation)",authentication_bypass,low,0,"CVE-2020-25078 (D-Link DCS camera hardcoded credentials)",5.3
104862573_172226682,"Information Disclosure (Debug Dump)",information_disclosure,low,0,"CVE-2021-36260 (Hikvision debug endpoint info disclosure)",2.7
104862573_172226682,"Information Disclosure (Token Leakage)",information_disclosure,informational,0,"",5.6
104862573_172226682,"Command Injection (Newline)",command_injection,low,0,"CVE-2019-17621 (D-Link command injection)",412.4
104862573_172226682,"Command Injection (Null Byte)",command_injection,medium,1,"",3003.4
104862573_172226682,"Firmware Update Buffer Overflow",firmware_update_attack,critical,1,"CVE-2022-25845 (Firmware update vulnerability in smart devices)",3.6
104862573_172226682,"Unsigned Firmware Update",firmware_update_attack,low,0,"CVE-2020-10882 (TP-Link unsigned firmware update)",2.7
104862573_172226682,"Denial of Service (Command Flood)",denial_of_service,medium,1,"",571.6
104862573_172226682,"Denial of Service (Large Payload)",denial_of_service,medium,1,"",6.9
